Country Name,Country Code,Indicator Name,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
Niger,NER,"Enrolment in tertiary education, all programmes, both sexes (number)",,0,0,215,280,357,541,765,784,939,947,1435,1853,2118,2450,2863,,3317,,3773,4506,,4513,,,,,,,,,,,8850,8774,10799,11208,10869,12823,15992,17096,18328,21764,,,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,39562,44964,58953,68382,97530,115166,150072,176904,193731,208051,240889,266679,267862,304536,335824,,,,,,,,,,699109,,,,1234219,1289656,1391527,,,,,1394585,1513371,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,"Enrolment in tertiary education, all programmes, both sexes (number)",,50047,53598,57914,63838,64582,66628,73320,72999,75720,78401,79117,82511,88510,91330,94089,94658,104246,106904,114855,129343,142521,154180,166499,176722,172967,180383,185320,183026,187482,190943,190054,197064,212395,213845,213940,214711,215237,212672,219282,224706,229743,238224,255416,264207,268231,,,,,,,,,,,,,,,,,,,
Oman,OMN,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,20,21,13,15,18,14,29,91,368,990,2148,3320,4389,5653,6208,7351,7646,8155,9761,9664,12251,16032,,,,,36826,41578,48483,55956,61548,63262,75715,78063,89230,,105097,118299,126947,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,"Enrolment in tertiary education, all programmes, both sexes (number)",,114980,104452,107757,111826,114913,127932,133465,148451,153536,156558,,,,,,267742,271838,315793,,304922,,221313,,,,,,,,,,,401056,520666,782621,820347,954698,973792,1226004,,1572664,1816949,1915419,1931875,1871575,,,,,,,,,,,,,,,,,,,
Palau,PLW,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597,480,484,,,,,,,,,,,863,,,,,,,,,,,,,,,,,,,,,
Panama,PAN,"Enrolment in tertiary education, all programmes, both sexes (number)",8947,15074,18280,21716,24292,26289,30473,34720,34302,37031,40369,42425,45060,44568,52224,55303,62143,55633,51650,50762,53235,58625,63848,69451,69437,76798,80980,,102502,108764,118502,117864,117601,130026,128558,126242,130838,132660,134290,135209,139116,133497,140213,124375,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,"Enrolment in tertiary education, all programmes, both sexes (number)",,,5307,5545,,,,,,,5040,,,4846,6062,5068,6397,,,,,,,,,14158,16118,,9859,9943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,PRY,"Enrolment in tertiary education, all programmes, both sexes (number)",8172,10255,11627,12212,14009,18302,,,,,26915,28792,30207,34199,33203,32090,31839,30833,31095,31117,32884,,,42654,,40913,42302,,,66065,83088,96598,146489,143507,148699,155727,,180637,217024,236194,225211,,,,,,,,,,,,,,,,,,,,,,,,
Peru,PER,"Enrolment in tertiary education, all programmes, both sexes (number)",126234,129472,138935,160835,180699,195641,202662,233420,,272982,306353,362857,379193,401715,425261,452462,531834,567667,615398,656258,678236,728666,732688,666967,650621,671802,647389,657586,,1011839,900059,814217,830345,838584,895501,908315,951391,,,,1150620,,,,,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,"Enrolment in tertiary education, all programmes, both sexes (number)",,651514,688259,707232,736803,721398,769749,814889,969952,1129056,1182103,1276016,1335889,1411515,1576500,1544000,1402000,1357832,1461000,1579938,1516315,1709486,1656815,,,1871647,2022106,,2069508,2208635,,2432002,2467267,2427211,2420997,2402649,2483988,,2651466,2625385,2774368,2951195,3044218,3317265,3563396,,,,,,,,,,,,,,,,,,,,
Poland,POL,"Enrolment in tertiary education, all programmes, both sexes (number)",,397897,399060,429646,481295,521899,575499,613842,622631,626289,609997,589134,544895,495902,475816,456661,454190,450205,458585,493552,505727,544893,549308,627308,747159,876057,1021351,1182360,1191099,1399090,1579571,1774985,1906268,1983360,2044298,2118081,2145687,2146926,2165980,2149998,2148676,2080334,2007212,1902718,1762666,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"Enrolment in tertiary education, all programmes, both sexes (number)",,50095,53389,55184,59845,64666,79702,95841,85360,92149,91373,92152,94958,99165,101308,112851,103585,129277,,,156701,185762,190856,247523,276534,300573,319525,,351784,356790,373745,387703,396601,400831,395063,380937,367312,366729,376917,373002,383627,396268,390273,371000,362200,337507,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,"Enrolment in tertiary education, all programmes, both sexes (number)",,63073,69620,75355,84390,89671,97517,100885,119970,124000,129708,131184,137171,,,,,,,,,,,,,,,,,,,,,,,,,211458,227546,235618,249372,250192,250011,245495,241168,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Enrolment in tertiary education, all programmes, both sexes (number)",,0,,,,,779,910,,,2025,2269,2981,4015,4369,4942,5344,5281,5347,5889,6469,6485,6548,7283,7351,7794,8271,8475,8590,8880,,7808,7831,7826,9287,9699,10161,11132,12545,13133,13846,15352,17266,20902,25255,27866,,,,,,,,,,,,,,,,,,,
Romania,ROU,"Enrolment in tertiary education, all programmes, both sexes (number)",,151885,148428,143985,143656,152728,164567,174888,182337,190560,192546,192769,190903,181081,174042,166328,159798,157174,157041,159465,164507,192810,215226,235669,250087,255162,336141,354488,360590,407720,452621,533152,582221,643911,685718,738806,834969,928175,1056622,1098188,999523,871842,705333,618157,578706,541653,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,"Enrolment in tertiary education, all programmes, both sexes (number)",5212600,5277900,5308700,5356500,5403300,5470900,5550000,5638000,5691700,5714200,5713800,5687300,5654400,5616500,5568500,5535200,5444400,5372000,5275500,5203500,5199300,5094500,4964700,4727900,4606600,4515300,4714000,4940700,5259400,5751539,6331324,7167618,7965217,8592271,8605952,9003208,9167277,9370428,9446408,9330115,,8652607,7983111,7528163,6995732,6592416,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,"Enrolment in tertiary education, all programmes, both sexes (number)",,571,,751,740,1023,1108,1117,1134,1217,1266,1243,,,1705,1880,1987,2029,2267,2642,3389,,,,,,,,,5678,9357,12802,15940,20393,25233,27787,37149,41013,45128,55213,62734,73674,71638,77120,77512,80335,81983,,,,,,,,,,,,,,,,,,
Samoa,WSM,"Enrolment in tertiary education, all programmes, both sexes (number)",114,129,,228,,249,,405,425,,,644,,562,,,,,,,,,,,,,,,1482,1871,1182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,SMR,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942,,,,,,,,929,,937,931,872,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704,766,,1421,,1680,2336,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,"Enrolment in tertiary education, all programmes, both sexes (number)",,8492,9471,11337,14882,19773,26437,32729,43897,47242,52610,62074,70657,82132,87821,102983,113529,116208,,123848,139790,153967,163688,192625,201090,233710,251945,273992,296927,371522,404094,432348,444800,525344,573803,603771,636445,674412,714877,757770,903567,1021288,1206007,1356602,1496730,1527769,,,,,,,,,,,,,,,,,,,
Senegal,SEN,"Enrolment in tertiary education, all programmes, both sexes (number)",,4962,5606,,,,,8981,9454,,12373,13626,12668,13605,11980,12679,13354,,,,,,21562,,,,,26616,,29303,,,,,52282,59127,62539,71211,91359,94371,92106,123683,127394,133587,141151,144827,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194198,182941,202799,209674,224873,235686,238710,237598,235940,226772,228531,231661,238945,242848,241054,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,100,238,478,1035,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,"Enrolment in tertiary education, all programmes, both sexes (number)",,1155,1266,1370,1476,1646,1642,1602,1594,,,2166,,,1996,2076,5690,,5488,5202,5060,4742,,,,,,,,,6744,8913,9041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,"Enrolment in tertiary education, all programmes, both sexes (number)",13771,13983,15598,16831,18195,22607,22969,24053,24114,21022,23256,25705,30966,35192,35943,39913,42317,44976,46990,50743,55672,60225,65359,72826,75985,83914,92140,,,,,,,,,,,,183627,198634,213446,236891,243546,255348,,,,,,,,,,,,,,,,,,,,,
Sint Maarten (Dutch part),SXM,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,,178,194,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,66002,72726,82223,91553,101764,112837,122886,135914,143909,152182,158089,164667,181419,197943,217952,229477,234997,234526,226305,221227,209543,197854,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,27707,26207,26197,27403,27691,29601,30985,30981,31055,34228,33565,38388,39264,42054,43249,47908,53483,68126,79126,83816,91494,99214,101458,104396,112228,114794,115944,115445,114391,114873,107134,104003,97706,90622,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"Enrolment in tertiary education, all programmes, both sexes (number)",,964,958,,,1560,2040,,,,,,,,,,,15672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,"Enrolment in tertiary education, all programmes, both sexes (number)",82697,,,98577,,,,,,,,,,,,,,,378731,421152,439007,467129,490112,552948,617897,,,,,,,,,,,,,,,,,,1005721,1035594,1018543,,,,,,,,,,,,,,,,,,,,
South Sudan,SSD,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"Enrolment in tertiary education, all programmes, both sexes (number)",,224904,250387,368299,406398,453389,540238,581064,662812,630463,682568,697789,721806,750201,810391,857036,935126,976558,1036439,1101297,1165771,1222089,1301748,1370689,1469468,1526985,1591863,1684445,1745170,1786778,1828987,1833527,1832760,1840607,1839903,1809353,1789254,1777498,1781019,1800834,1878973,1950482,1965829,1969413,1982162,1963924,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Enrolment in tertiary education, all programmes, both sexes (number)",12325,14047,,14102,14568,15426,,16730,17485,41898,,44247,57352,63730,65796,59377,61628,,,,,,,,80704,,,,,,,,,,,,,,,,261647,242300,271389,297782,301681,308000,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,63,40,,,,67,59,212,266,194,,,,225,394,,,,,,,,,,,,,,,859,,,,,,3411,3508,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,298,299,276,249,301,367,411,402,346,,367,389,,,,,870,,,2760,,,,,,,,2285,2197,1628,1438,2577,2796,1973,2621,1683,2322,2830,2788,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,309,259,,,,,,736,795,,,677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,SDN,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172269,182012,231666,268410,255877,317364,363953,420369,420369,475787,498151,522774,525853,551198,640224,632377,,,,,,,,,,,,,,,,,,,,
Suriname,SUR,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,2378,2684,2987,3002,2914,2751,3402,3665,4009,4319,,,,,,,,,,,,5186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,SWZ,"Enrolment in tertiary education, all programmes, both sexes (number)",207,266,286,297,584,1012,1023,1295,,1399,1875,1699,,,2889,2732,2555,2511,3162,,3198,3224,3023,4183,,,5658,,,4880,4738,,5193,,6594,5897,5692,,,,,8904,,8057,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,"Enrolment in tertiary education, all programmes, both sexes (number)",,141218,141367,133168,131614,128879,162640,171181,190105,198798,200999,171356,176115,181103,184199,179478,176589,175588,178423,181146,184812,192611,207265,222826,234466,245932,261209,275217,280712,335124,346878,358020,382851,414657,429623,426723,422614,413710,406879,422580,455025,463530,453328,436603,429444,428557,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,"Enrolment in tertiary education, all programmes, both sexes (number)",,51426,53595,56534,60329,62584,64720,72375,74730,78120,81530,85127,88385,90568,95661,105897,110111,117017,121693,125158,132753,137486,143067,146266,148664,148154,148024,,152653,156390,156879,163373,170085,185965,195947,199696,204999,213112,224469,233488,248639,257696,269573,279832,289570,294450,,,,,,,,,,,,,,,,,,,
Syrian Arab Republic,SYR,"Enrolment in tertiary education, all programmes, both sexes (number)",,42667,53029,53702,59259,67472,73660,90713,102735,116278,115402,140180,145496,149471,156004,170413,179473,182933,205866,203332,214173,221628,219587,228197,216211,215734,,,,,,,228267,244890,289925,360736,425636,472925,520901,533339,573930,565610,652204,659823,791775,772877,,,,,,,,,,,,,,,,,,,
Tajikistan,TJK,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,96900,,,,,95247,,98700,100700,107280,109653,110064,109016,107402,108203,,,,95675,103142,103875,108996,122591,137438,148879,165139,179713,189427,191589,195697,191198,194137,194685,209170,224764,247092,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"Enrolment in tertiary education, all programmes, both sexes (number)",2027,2220,2683,3000,3424,3064,3096,2534,4892,4031,,,4389,4540,4770,4863,4987,6071,,5254,,7468,7981,9350,10457,12776,14882,17812,15928,18867,20740,21960,23603,31049,42948,51554,,55134,,,85113,,166014,158262,,,,,,,,,,,,,,,,,,,,,
Thailand,THA,"Enrolment in tertiary education, all programmes, both sexes (number)",,90300,100000,105000,110394,136263,130965,175438,216876,375242,472995,361400,911166,1056809,1120084,1073520,1026952,,884237,,952012,,,1156174,,1184309,1220481,1332767,1522142,1814096,1900272,2095694,2155334,2205581,2251453,2359127,2338572,2503572,2430047,2417262,2426577,2497323,2430471,2405109,2433140,2235450,,,,,,,,,,,,,,,,,,,
Timor-Leste,TLS,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6349,,,,,,,16727,18553,,,,,,,,,,,,,,,,,,,,,,,,
Togo,TGO,"Enrolment in tertiary education, all programmes, both sexes (number)",,886,1412,1469,1471,1619,2353,2777,3151,3163,3638,4750,4307,4034,4234,,,6223,7088,7456,7826,8969,10224,8925,9320,11173,11639,,14322,,,,,,,,28076,32502,,,55959,63496,65617,69027,66525,71154,,,,,,,,,,,,,,,,,,,
Tonga,TON,"Enrolment in tertiary education, all programmes, both sexes (number)",0,,,,,,,,195,173,,693,,,680,705,,,,,,,,,,,,,,364,526,453,600,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,"Enrolment in tertiary education, all programmes, both sexes (number)",,2375,2600,2706,2829,2962,4940,5111,5208,5091,5637,5649,5754,5202,4955,5653,6582,6546,6303,7161,,7249,7513,8170,,,,,,7572,7737,8614,12036,12316,16751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,TUN,"Enrolment in tertiary education, all programmes, both sexes (number)",,10347,11069,10905,12353,14013,20505,23137,26781,28917,30150,31827,32832,34077,35426,38829,41594,40830,43797,54466,62658,68535,76097,87780,96101,102682,112634,121787,137024,155120,180044,207388,226632,272316,302313,327034,339363,344500,356851,369064,370058,361930,357392,337393,331802,322625,,,,,,,,,,,,,,,,,,,
Turkey,TUR,"Enrolment in tertiary education, all programmes, both sexes (number)",,169793,169672,172075,185285,263990,327082,360243,359792,339510,279779,246183,254446,281929,335080,417225,469992,505091,534459,594662,685500,749921,810781,923719,1143083,1174299,,1434033,1409627,1464740,,1607388,1677936,1918483,1972662,2106351,2342898,2453664,2532622,2924281,3529334,3817086,4353542,4975690,5472521,6062886,,,,,,,,,,,,,,,,,,,
Turkmenistan,TKM,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,69800,,,,,75800,,40200,39600,42000,76000,,,,,,,,,,,,,,,,,,,,,,,44411,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,5,,,,,286,,,,,,,,,,,,,,,,,,,
Tuvalu,TUV,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,UGA,"Enrolment in tertiary education, all programmes, both sexes (number)",4232,4463,5330,,5618,5474,5148,6312,6822,6192,5856,6563,7312,,,10103,11037,12531,14194,14806,17578,21281,21489,24122,27586,30266,34773,,,40591,55767,62586,79958,88330,88360,,92605,,107728,123887,120646,140087,124561,,165396,,,,,,,,,,,,,,,,,,,,
Ukraine,UKR,"Enrolment in tertiary education, all programmes, both sexes (number)",,1604500,,,,,1570100,,,,,1683500,1678100,1680300,1684800,1689600,1662000,,1652900,1646400,1665400,1638300,1615400,1530200,1460600,1533000,1541000,,1656989,1736999,1811538,1950755,2134676,2296221,2465074,2604875,2740342,2819248,2847713,2798693,2635004,2566279,2390989,2205595,2146028,1776190,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,519,1015,1582,2861,3407,4408,5780,6856,7772,8192,8478,7655,8491,10196,10405,10641,,,,,,,,,,,,,,80296,83985,92668,101906,113648,121626,132709,143060,156613,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,"Enrolment in tertiary education, all programmes, both sexes (number)",,601300,615800,622100,637086,703645,732947,750180,760085,783342,795985,827146,858416,980538,1000168,1006969,1032491,1068386,1086092,1113341,1177792,1258188,1385072,1528389,1664025,1813280,1820849,1891450,1938423,2080960,2024138,2067349,2240680,2287833,2247441,2287541,2336111,2362815,2329494,2415222,2479197,2492284,2495779,2386199,2352932.75,,,,,,,,,,,,,,,,,,,,
United States,USA,"Enrolment in tertiary education, all programmes, both sexes (number)",,8498117,8948645,9297787,9602123,10223729,11184859,11012137,11285787,11260092,11569899,12096895,12371672,12425780,12464661,12241940,12247055,12503511,12766000,13055000,13538000,13710150,14360965,14486304,14305352,14278799,14261778,,13284002,13769362,13202880,13595580,15927987,16611711,16900472,17272044,17487476,17758870,18248124,19102814,20427708,21016126,20994112,19972624,19700220,19531728,,,,,,,,,,,,,,,,,,,
Uruguay,URY,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,26280,32627,,39392,,38116,36298,40677,53417,57302,,,,,,69428,71612,73660,68227,,,,79691,,94219,91175,91175,96757,98420,101198,103331,110684,113368,158841,162968,161459,163156,,,145264,148435,145787,,,,,,,,,,,,,,,,,,,
Uzbekistan,UZB,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,285500,,300300,308900,331600,340900,337400,,,,,,,295859,305409,323211,344604,359708,376904,265957,280837,288550,299010,300782,289208,277437,255932,259592,260453,262368,265679,,,,,,,,,,,,,,,,,,
Vanuatu,VUT,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643,656,675,895,914,955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,"Enrolment in tertiary education, all programmes, both sexes (number)",,100767,122577,143171,161054,187688,213542,,265671,282074,299773,307133,331115,349773,377287,381575,443064,441734,467371,500295,528857,550030,550783,,,,,,,,668109,,927835,983217,1049780,,,,2109331,2123041,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,80323,100027,122215,136627,133558,114701,,,,,121159,,,175856,185788,129600,106900,136800,157100,203300,297900,509300,726302,810072,732187,749253,784675,829459,,1354543,1427046,1587609,1654846,1774321,2020413,2229494,2261204,2250030,2692124,2466643,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Enrolment in tertiary education, all programmes, both sexes (number)",,1445,1644,1776,1698,1918,2069,2122,2119,2120,1990,2148,2608,2744,,,2602,2545,,,,2466,2700,2924,,,,,,,,,,,,,,2488,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,PSE,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,40916,49599,56726,66282,71207,80543,88930,104567,121928,138139,150128,169373,180905,182565,196625,213973,217502,213217,213935,221018,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,"Enrolment in tertiary education, all programmes, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,53082,,,,,65675,,164166,,,193426,193290,192071,199813,200853,236972,251187,274827,272130,267498,,,,,,,,,,,,,,,,,,,,,,,
Zambia,ZMB,"Enrolment in tertiary education, all programmes, both sexes (number)",1433,,,,4681,8403,8783,7053,7308,7340,,7541,8062,8781,8768,,14492,13066,14861,14465,15343,,,,,,,,22701,23155,,,,,,,,,,,,55759,56680,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,ZWE,"Enrolment in tertiary education, all programmes, both sexes (number)",,6878,7210,7850,7819,8479,8994,8618,8607,8397,8339,12226,14926,10101,11865,14246,17915,,,55047,49361,52051,61553,,,,,,,,,,,,,,,,,,94611,93285,94012,94115,,135575,,,,,,,,,,,,,,,,,,,